goal	target	indicator_code	indicator_ref	series	hub_id	n_countries	TimeSeriesDescription	unit	country_profile	zero.removal	Text.type	unit1	unit2	DA2.1	DA2.2	DA3.1	DA3.2	Down	Up	Threshold
15	15.8	C150801	15.8.1	ER_IAS_NBSAP	ddbade03e28f4538a92cab32ef149e99	195	National Biodiversity Strategy and Action Plan (NBSAP) targets are aligned to Aichi Biodiversity target 9 set out in the Strategic Plan for Biodiversity 2011-2020 (1 = YES, 0 = NO)	yes/no	1	0	0									
15	15.9	C150902	15.9.1	ER_BDY_SEEA	e5b388b58c8447a58995c05e46b609a4	68	Existence of integrated biodiversity values into national accounting and reporting systems, defined as implementation of the System of Environmental-Economic Accounting  (1 = YES; 0 = NO)	yes/no	1	0	0									
15	15.a	C200210	15.a.1	DC_ODA_BDVDL	679d771d9c964b2180f56b8749f7372e	28	Total official development assistance for biodiversity, as donor	millions of constant 2018 dollars	1	0	0									
15	15.a	C200210	15.a.1	DC_ODA_BDVL	ba5f7039405d4859920b5f3e27b3fb1a	153	Total official development assistance for biodiversity, as recipient	millions of constant 2018 dollars	1	0	0									
16	16.1	C160103	16.1.3	VC_VOV_PHYL	6dfe1bd8bae24d85aa1ee60a361566a1	38	Proportion of population subjected to physical violence in the previous 12 months	percent	1	0	0									
16	16.1	C160103	16.1.3	VC_VOV_ROBB	8b7981e92353421895bb37a0a8225a6c	46	Proportion of population subjected to robbery in the previous 12 months	percent	1	0	0									
16	16.1	C160103	16.1.3	VC_VOV_SEXL	ea27aa2484a64fb89fefde9cded7dc38	20	Proportion of women subjected to sexual violence in the previous 12 months	percent	1	0	0									
16	16.1	C160104	16.1.4	VC_SNS_WALN	93cea5544d6a41859f14ee6ed7a4cc95	33	Proportion of population that feel safe walking alone around the area they live	percent	1	0	0									
16	16.2	C160201	16.2.1	VC_VAW_PHYPYV	5151a132467e46f4a863ec9752596eb9	55	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month	percent	1	0	0									
16	16.2	C160202	16.2.2	VC_HTF_DETVFL	3a6be7af57344a63b34b908f1224b6a0	102	Number of women that are detected victims of human trafficking for forced labour, servitude and slavery	women	1											
16	16.2	C160202	16.2.2	VC_HTF_DETVOP	ce0ebe0ea27a4d5a9c0db1b94fb4b106	90	Number of detected victims of human trafficking for purposes other than forced labour, servitude, slavery, or sexual exploitation	persons	1											
16	16.2	C160202	16.2.2	VC_HTF_DETVSX	3b2b02c27dd84d2cb8687fe8e9c6e733	17	Number of women that are detected victims of human trafficking for sexual exploitaton	women	1											
16	16.2	C160202	16.2.2	VC_HTF_DETV	1e2f5e2a3b904bb7a5808d5c8ee96bc0	141	Number of detected victims of human trafficking	persons	1	0	0									
16	16.2	C160203	16.2.3	VC_VAW_SXVLN	d91e7c499900436881fb44cb2ca6864b	51	Proportion of women aged 18-29 years who experienced sexual violence by age 18	women	1	0	0									
16	16.3	C160301	16.3.1	VC_PRR_PHYV	cabe0a418bff46e8a26f896c29ff0ea2	25	Police reporting rate for physical assault	percent	1											
16	16.3	C160301	16.3.1	VC_PRR_SEXV	9dbeb7b3172d4165b588ef6f9e3aa1e6	26	Police reporting rate for sexual assault	percent	1											
16	16.3	C160301	16.3.1	VC_PRR_ROBB	c98a93c6120e4b969436c3d50ce4a4e8	43	Police reporting rate for robbery	percent	1											
16	16.3	C160302	16.3.2	VC_PRS_UNSEC	54ea233d154243a3a4ba1bfcc3c126cb	160	Unsentenced detainees as a proportion of overall prison population	percent	1	0	0									
16	16.5	C160501	16.5.1	IU_COR_BRIB	22607d4e528f428796f94467cebb71d0	38	Prevalence rate of bribery	percent	1	0	0									
16	16.5	C160502	16.5.2	IC_FRM_BRIB	edd3d27f7b2345d4ac9efdceb379af78	138	Proportion of firms experiencing at least one bribe payment request	percent	1	0	0									
16	16.6	C160601	16.6.1	GF_XPD_GBPC	dd7c8bf40a1943d7afd3400ac581bb6d	103	Primary government expenditures as a proportion of original approved budget	percent	1	0	0									
16	16.7	C160701	16.7.1	SG_DMK_PARLMP_LC	9885f3db2b3744f59c1201d663942375	191	Ratio of the proportion of women members of lower chamber of parliament or unicameral parliament to the proportion of women in the national population with the age of eligibility	ratio	1	0	0									
16	16.7	C160701	16.7.1	SG_DMK_PARLMP_UC	ec0b423535504f75a7ae42abd049ee20	79	Ratio of the proportion of women in upper chamber of parliament to the proportion of women in the national population with the age of eligibility	ratio	1											
16	16.9	C160901	16.9.1	SG_REG_BRTH	f54c2f7bbdb94e65889cb76a171f1d83	157	Proportion of children under 5 years of age whose births have been registered with a civil authority	percent	1	0	3	%		there were about 	 of children under age 5 whose births were registered with a civil authority	there were about 	 of children under age 5 whose births were registered with a civil authority			
16	16.10	C161002	16.10.2	SG_INF_ACCSS	c6092f60206240b3b05673891bcba4c5	127	Country has adopted and implemented constitutional, statutory and/or policy guarantees for public access to information	yes/no	1	0	0									
16	16.b	C200204	16.b.1	VC_VOV_GDSD	8fefd7225cf449d3bd2065fcb16a5f08	27	Proportion of population reporting having felt discriminated against	percent	1	0	0									
17	17.1	C170101	17.1.1	GR_G14_GDP	605edc8aa0704d7c969236791a6ec6f9	173	Total government revenue (budgetary central government) as a proportion of GDP	percent	1	0	0									
17	17.1	C170101	17.1.1	GR_G14_XDC	0e2bb52e80854e78a723e54eff22dbca	174	Total government revenue, in local currency	local currency	1											
17	17.1	C170102	17.1.2	GC_GOB_TAXD	9451714c0a544c529d73cc59448ae77a	173	Domestic budget funded by domestic taxes as a proportion of GDP	percent	1	0	0									
17	17.2	C170201	17.2.1	DC_ODA_SIDSG	f75711c94cde4bc48a50160d0db5f600	29	Net official development assistance (ODA) to small island states (SIDS) as a percentage of GNI	percent	1											
17	17.2	C170201	17.2.1	DC_ODA_LDCG	164cf9552abc43bc8a5790cfdaa32ddf	29	Net official development assistance (ODA) to least developed countries (LDCs) as a percentage of GNI	percent	1											
17	17.2	C170201	17.2.1	DC_ODA_LLDC	1eadb0ed37fc44c69f0192947779d17f	29	Net official development assistance (ODA) to landlocked developing countries (LLDCs)	millions of constant 2018 dollars	1											
17	17.2	C170201	17.2.1	DC_ODA_SIDS	cee7775bf53f4d6fa829390b92fb44e9	29	Net official development assistance (ODA) to small island states (SIDS)	millions of constant 2018 dollars	1											
17	17.2	C170201	17.2.1	DC_ODA_LDCS	46f7db1af1364dc29a439c5ef7c151c9	29	Net official development assistance (ODA) to least developed countires (LDCs)	millions of constant 2018  dollars	1											
17	17.2	C170201	17.2.1	DC_ODA_LLDCG	093f0be2da7446328ba86f80c39d18af	29	Net official development assistance (ODA) to landlocked developing countries (LLDCs) as a percentage of GNI	percent	1											
17	17.2	C170201	17.2.1	DC_ODA_TOTG	2f9645c2305e4bee9d5fcc3d1e7844ae	29	Net official development assistance (ODA) as a percentage of GNI	percent	1	0	0									
17	17.2	C170201	17.2.1	DC_ODA_TOTL	3d8126b8c3d34e45b1f6d5914b991968	29	Net official development assistance (ODA)	millions of constant 2018 dollars	1											
17	17.2	C170201	17.2.1	DC_ODA_TOTLGE	c71320a453554557a52b99421e1a247f	29	Official development assistance (ODA) on grant equivalent basis	millions of constant 2018 dollars	1											
17	17.2	C170201	17.2.1	DC_ODA_TOTGGE	6a68e3b0384e41ac982e86cbcf16b0fe	29	Official development assistance (ODA) as a percentage of GNI on grant equivalent basis	percent	1											
17	17.3	C170303	17.3.1	GF_FRN_FDI	934e2d3838594f97b0f6f4cb614e4fe2	206	Foreign direct investment (FDI) inflows	millions of dollars	1	0	0									
17	17.3	C170302	17.3.2	BX_TRF_PWKR	8909db6c6a5d4d20bdef8f3d57dd1109	190	Remittances in dollars as a proportion of total GDP	percent	1	1	9	% of GDP	%	the inflow of personal remittances was 		the inflow of personal remittances was 		down from 	up from 	
17	17.4	C170401	17.4.1	DT_TDS_DECT	3c5fbc180bb74fe5992a9afb9519e146	120	Debt service as a proportion of exports of goods and services	percent	1	1	1	%	%	Debt service as a proportion of exports of goods and services was approximately		Debt service as a proportion of exports of goods and services		 declined from 	 increased from 	
17	17.6	C170602	17.6.1	IT_NET_BBN	2074500fc50f4966a1bcc01bfa3944cf	215	Number of fixed Internet broadband subscriptions	subscriptions	1											
17	17.6	C170602	17.6.1	IT_NET_BBP	0d2420834ee949db9e4fddd68f15877e	215	Fixed Internet broadband subscriptions per 100 inhabitants	subscriptions	1	0	15	% of the population	%	fixed-broadband internet penetration reached 		fixed-broadband internet penetration reached 		 down from 	 up from 	
17	17.8	C170801	17.8.1	IT_USE_ii99	a2758c4850034da18842ceecaebf240f	223	Internet users per 100 inhabitants	users	1	0	0									
17	17.9	C170901	17.9.1	DC_FTA_TOTAL	c043ea3f8a244d2aba1d7f2044e3cad6	156	Total official development assistance (gross disbursement) for technical cooperation	millions of 2018 dollars	1											
17	17.10	C171001	17.10.1	TM_TAX_WMFN	c7c707d4f19d405da83b0424da753242	166	Worldwide weighted tariff-average, most-favoured-nation status	percent	1	0	0									
17	17.10	C171001	17.10.1	TM_TAX_WMPS	dd1123c07b91456a9f048cc0cf1fe76b	166	Worldwide weighted tariff-average, preferential status	percent	1	0	0									
17	17.12	C171201	17.12.1	TM_TAX_DMFN	1c5d2c0c3b5b4816a6604ff3b3c04f4e	168	Average tariff applied by developed countries, most-favored nation status	percent	1	0	0									
17	17.12	C171201	17.12.1	TM_TAX_DPRF	484cadaa3b0f4802a9ab6f27507694a6	168	Average tariff applied by developed countries, preferential status	percent	1	0	0									
17	17.15	C171501	17.15.1	SG_PLN_PRVRIMON	3546dfe56d6946feb1230cfe24c2973a	27	Proportion of results indicators which will be monitored using government sources and monitoring systems - provider's data	percent	1											
17	17.15	C171501	17.15.1	SG_PLN_RECRIMON	fa1d5b2e977645aaafbb19e59eeebbe3	79	Proportion of results indicators which will be monitored using government sources and monitoring systems - recipient's data	percent	1											
17	17.15	C171501	17.15.1	SG_PLN_PRVNDI	1fee028525d44c8d9ef2db2f2419ff52	27	Proportion of new development interventions drawn from country-led result frameworks - data by provider	percent	1											
17	17.15	C171501	17.15.1	SG_PLN_RECNDI	2fafe09d71aa41628e4a2cb43a666fe1	79	Proportion of new development interventions drawn from country-led result frameworks - data by recipient	percent	1											
17	17.15	C171501	17.15.1	SG_PLN_PRVRICTRY	a92f0f1608d94f98bbc9d568301938c2	27	Proportion of results indicators drawn from country-led results frameworks - data by provider	percent	1											
17	17.15	C171501	17.15.1	SG_PLN_RECRICTRY	fe0ef460243047e6bacb88e6381af649	79	Proportion of results indicators drawn from country-led results frameworks - data by recipient	percent	1											
17	17.15	C171501	17.15.1	SG_PLN_REPOLRES	d575af54f5df4252a8846e593a8e1d0a	79	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by recipient	percent	1											
17	17.15	C171501	17.15.1	SG_PLN_PRPOLRES	14839bea6cf34f9997fa0a52935de601	27	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider	percent	1											
17	17.16	C171601	17.16.1	SG_PLN_MSTKSDG	73d6d7e97caa46ec99aed7334ca95792	50	Progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals (1 = YES; 0 = NO)	yes/no	1											
17	17.18	C171802	17.18.2	SG_STT_FPOS	d30d47836b824cc1a8d97db1dfc36d71	159	National statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	yes/no	1	0	0									
17	17.18	C171803	17.18.3	SG_STT_NSDSFDGVT	70ef4e19371d48ffb79f7854d346d95f	57	Existence of national statistical plans with funding from Government (1 = YES; 0 = NO)	yes/no	1											
17	17.18	C171803	17.18.3	SG_STT_NSDSFDDNR	8100918e77d849558659fe11c97f2740	57	Existence of national statistical plans with funding from donors (1 = YES; 0 = NO)	yes/no	1											
17	17.18	C171803	17.18.3	SG_STT_NSDSFDOTHR	ce659f1ed07c4eb7a26bac1d29c7675a	21	Existence of national statistical plans with funding from others (1 = YES; 0 = NO)	yes/no	1											
17	17.18	C171803	17.18.3	SG_STT_NSDSIMPL	c192c12bbba64e10850ee417d116c883	188	Existence of national statistical plans that are under implementation (1 = YES; 0 = NO)	yes/no	1	0	0									
17	17.18	C171803	17.18.3	SG_STT_NSDSFND	91fdf06efab14b55924c5b41331f6b20	152	Existence of national statistical plans that are fully funded (1 = YES; 0 = NO)	yes/no	1	0	12					As of 		 does not have national statistical plans that are fully funded	 has developed national statistical plans that are fully funded	
17	17.19	C171901	17.19.1	SG_STT_CAPTY	72d9ad30afef4031b2fccbf49a142181	129	Dollar value of all resources made available to strengthen statistical capacity in developing countries	dollars	1	0	0									
17	17.19	C171902	17.19.2	SG_REG_CENSUSN	5f0fd8d4c1de4b4dbca087786bfc083b	204	Country has conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)	yes/no	1	0	0									
17	17.19	C171902	17.19.2	SG_REG_BRTH90N	19f62e67961a4feb8ffed63e64bb6595	195	Existence of birth registration data that are at least 90 percent complete (1 = YES; 0 = NO)	yes/no	1	0	0									
17	17.19	C171902	17.19.2	SG_REG_DETH75N	86146f7055a048fc9b506a491229192c	190	Existence of death registration data that are at least 75 percent complete (1 = YES; 0 = NO)	yes/no	1	0	0									
